datetime,Global+AF8-active+AF8-power,Global+AF8-reactive+AF8-power,Voltage,Global+AF8-intensity,Sub+AF8-metering+AF8-1,Sub+AF8-metering+AF8-2,Sub+AF8-metering+AF8-3,sub+AF8-metering+AF8-4
2007+AC0-09+AC0-06,901.474000000002,172.026,344649.669999999,3963.19999999999,0,3888,6705,9760.53332500998
2007+AC0-09+AC0-07,1336.496,181.738,344205.65,5770.4,3632,551,3461,7675.566669465
2007+AC0-09+AC0-08,1469.752,186.33,345211.84,6324.4,3339,1801,9388,8703.93331197999
2007+AC0-09+AC0-09,1679.502,209.152,344047.890000001,7277.80000000002,2184,4438,9164,10191.8666834
2007+AC0-09+AC0-10,1117.376,177.498,344719.67,4843.79999999998,935,595,9233,12136.7000067
2007+AC0-09+AC0-11,983.572,151.764,345703.67,4251,943,550,5613,11479.9333257
2007+AC0-09+AC0-12,1287.764,171.794,345621.68,5558.39999999999,0,3217,5792,9107.86669369999
2007+AC0-09+AC0-13,1146.382,165.958,344606.16,4988.80000000001,1175,2523,7755,10490.73332587
2007+AC0-09+AC0-14,1135.47,183.126,344594.73,4960.4,901,676,3853,11555.36670621
2007+AC0-09+AC0-15,1095.312,184.466,345602.840000001,4720.59999999998,0,1449,5804,11543.499977
2007+AC0-09+AC0-16,1652.224,192.352,344967.07,7151.4,3118,3064,6464,10342.20001716
2007+AC0-09+AC0-17,1461.186,202.313999999999,344469.309999999,6355.40000000001,6651,926,9310,12045.066724224
2007+AC0-09+AC0-18,1167.52,147.132,343095.37,5058.40000000001,1888,2029,6279,10497.10001395
2007+AC0-09+AC0-19,1298.684,151.794,346039.5,5592.00000000001,0,2743,5425,10116.66668543
2007+AC0-09+AC0-20,1255.532,132.908,345189.58,5358.20000000004,1056,489,7937,10964.733341825
2007+AC0-09+AC0-21,1238.78,152.834,344709.31,5375.00000000001,3130,2745,9996,9384.53335689002
2007+AC0-09+AC0-22,1176.172,183.432,344855.57,5061.8,944,1311,6316,8455.33336458002
2007+AC0-09+AC0-23,1417.97,242.974,344880.62,6163.2,2831,1929,7688,9659.86669787499
2007+AC0-09+AC0-24,1354.53,197.624,343584.870000001,5873.40000000001,929,3935,7382,11490.83334734
2007+AC0-09+AC0-25,1764.342,130.078,342863.440000001,7497.19999999999,916,2253,7955,9756.50005275998
2007+AC0-09+AC0-26,1832.47,169.322,344763.72,7775.40000000001,1133,9415,9820,16416.6999764
2007+AC0-09+AC0-27,1392.6,150.71,344976.559999999,5871.99999999998,1066,643,5695,14298.16664543
2007+AC0-09+AC0-28,1680.498,222.718,344825.9,7191.60000000003,996,3722,7324,14176.9999997
2007+AC0-09+AC0-29,2296.522,182.122,344361.76,9782.20000000001,4085,7457,9952,13338.2999922
2007+AC0-09+AC0-30,1516.29,163.588,345693.29,6411.59999999999,1405,582,8190,18543.366654975
2007+AC0-10+AC0-01,1720.922,146.734,344505.48,7306.2,1507,6622,10225,13059.5000009
2007+AC0-10+AC0-02,2198.86399999999,161.828,343431.06,9322.60000000001,508,8022,5960,14593.03331043
2007+AC0-10+AC0-03,1280.454,157.738,344535.94,5471.99999999998,979,5024,12815,15302.7332819
2007+AC0-10+AC0-04,1518.458,138.448,344455.31,6414.59999999998,2400,444,3692,11645.89998984
2007+AC0-10+AC0-05,1394.092,150.636,343911.04,5889.20000000002,0,351,9710,12753.6334011
2007+AC0-10+AC0-06,1756.24,186.192,343268.23,7441.4,4840,347,9425,13458.8666252
2007+AC0-10+AC0-07,2106.114,153.178,343909.84,8939.39999999998,2498,8255,9666,14417.6666937
2007+AC0-10+AC0-08,1095.242,121.896,344299.03,4652.79999999999,0,420,10886,13462.8999748
2007+AC0-10+AC0-09,1687.858,159.802,343985.97,7174.6,2034,2147,5082,12752.0333443
2007+AC0-10+AC0-10,1166.972,132.752,344766.47,5023.6,1863,2117,9290,14659.9666902
2007+AC0-10+AC0-11,1732.446,153.108,343359.58,7356.99999999999,2630,414,3345,12124.5333581
2007+AC0-10+AC0-12,1914.504,137.984,343413.089999999,8160.6,1020,5028,7806,18024.1000152
2007+AC0-10+AC0-13,1926.728,125.204,343822.19,8208.99999999999,969,3799,11659,14201.3999315
2007+AC0-10+AC0-14,2061.252,150.05,344305.49,8753.4,2930,7494,8463,18881.1333697
2007+AC0-10+AC0-15,1266.33,118.182,344581.5,5359.59999999999,1061,339,7126,16804.2000102
2007+AC0-10+AC0-16,1964.442,185.414,343962.17,8385.39999999999,0,7871,7654,12051.5000029
2007+AC0-10+AC0-17,1576.93,136.4,344436.67,6677.19999999999,1065,453,9876,14993.699996114
2007+AC0-10+AC0-18,1518.53,122.5,345312.41,6384.6,1162,317,8968,15796.1666842
2007+AC0-10+AC0-19,2085.648,121.478,345099.13,8788.59999999998,1299,3124,9864,13965.8332999
2007+AC0-10+AC0-20,1660.246,139.544,348227.74,6933.20000000002,2363,296,11648,18689.8000064
2007+AC0-10+AC0-21,1941.94,154.028,347746.67,8210.39999999999,3712,4357,13225,11786.7667234
2007+AC0-10+AC0-22,1652.896,116.41,346385.38,6920.39999999997,0,299,7313,16983.66665
2007+AC0-10+AC0-23,1956.698,127.928,347371.59,8222.79999999997,1067,5186,13027,14222.266701
2007+AC0-10+AC0-24,1865.636,146.782,346763.91,7881.39999999999,4459,364,10680,15678.633324
2007+AC0-10+AC0-25,1853.918,132.2,346280.59,7795.6,1478,2433,9115,17155.9333173
2007+AC0-10+AC0-26,1437.568,109.676,346580.43,6286.79999999999,0,348,7385,19602.6333153
2007+AC0-10+AC0-27,1785.688,109.186,345889.74,7645.20000000002,1374,4856,5766,17845.4666825
2007+AC0-10+AC0-28,512.157999999998,92.2979999999996,346847.12,2138.8,0,283,8949,14582.4666866
2007+AC0-10+AC0-29,545.427999999998,86.9979999999996,347318.36,2267.2,0,269,1765,6487.96665210001
2007+AC0-10+AC0-30,811.007999999996,89.8399999999998,346501.33,3385.99999999999,0,1935,2749,6072.46666409999
2007+AC0-10+AC0-31,1283.21,107.2,346088.13,5388.99999999997,0,4700,4256,7325.7999917
2007+AC0-11+AC0-01,496.216,85.0459999999998,346951.3,2067.79999999999,0,293,8915,7771.8333515
2007+AC0-11+AC0-02,1443.602,93.362,344662.54,6051.79999999998,1346,2115,1991,5986.26665430001
2007+AC0-11+AC0-03,492.549999999999,88.1239999999998,345874.33,2065.4,0,282,12245,8354.033301
2007+AC0-11+AC0-04,1485.686,138.802,345895.95,6313,0,4387,1936,5991.16665050003
2007+AC0-11+AC0-05,1500.592,131.35,345109.12,6330.59999999997,1265,397,7068,13306.4333324
2007+AC0-11+AC0-06,2082.378,200.526,343730.82,8855.80000000006,1105,5515,6583,16764.86666626
2007+AC0-11+AC0-07,1844.758,193.520000000001,344973.47,7892.79999999999,5042,301,10690,17396.3000369
2007+AC0-11+AC0-08,1501.06,134.698,346683.809999999,6386.39999999998,1715,314,6374,19028.9666661
2007+AC0-11+AC0-09,2171.22600000001,113.242,343750.23,9168.79999999997,0,4573,6500,16488.6666534
2007+AC0-11+AC0-10,2611.6,237.652,344318.99,11098,3697,304,15375,16239.1000026
2007+AC0-11+AC0-11,1887.124,185.61,345974.78,7978.40000000001,3445,320,13767,25758.6666771
2007+AC0-11+AC0-12,2156.146,137.468,345348.85,9031.6,1018,4165,6024,21663.0666647
2007+AC0-11+AC0-13,2214.398,140.952,347217.09,9292.99999999997,978,4933,13281,17471.7666849
2007+AC0-11+AC0-14,2047.994,141.59,345522.28,8554.6,1055,295,11076,19919.6333126
2007+AC0-11+AC0-15,1491.988,133.066,345578.39,6330.79999999998,1606,571,16345,16438.233364
2007+AC0-11+AC0-16,2309.754,123.978,347016.26,9674,1991,4660,7503,15186.466678
2007+AC0-11+AC0-17,2610.09399999999,168.03,346468.93,10942.4,2588,2199,13564,18280.9000105
2007+AC0-11+AC0-18,2183.858,161.762,348855.06,9140.59999999997,5201,2097,14990,23724.566625
2007+AC0-11+AC0-19,1723.654,112.03,349583.55,7208.99999999998,1089,253,7066,22033.6333693
2007+AC0-11+AC0-20,2095.856,124.832,347527.91,8770.2,1015,3954,10750,16635.5666709
2007+AC0-11+AC0-21,1754.716,131.718,347753.62,7372.40000000001,1139,550,11026,18935.93330175
2007+AC0-11+AC0-22,1932.378,143.108,347853.67,8144.99999999998,2867,297,9455,18101.2665958
2007+AC0-11+AC0-23,2522.618,138.912,346640.21,10570.6,2168,6181,9001,20041.3000363
2007+AC0-11+AC0-24,1899.054,150.512,348195.95,7938.19999999999,1573,4131,13685,20009.6333882
2007+AC0-11+AC0-25,1395.598,122.776,349432.07,5884.79999999999,3556,279,13451,12495.8999628
2007+AC0-11+AC0-26,1569.716,117.05,347207.75,6625.99999999999,1088,288,5678,13746.9667121
2007+AC0-11+AC0-27,2801.012,139.994,347502.38,11745,1063,11020,8926,15859.9333275
2007+AC0-11+AC0-28,1644.94,115.442,349768.52,6876.79999999996,1182,769,15111,19489.5333173
2007+AC0-11+AC0-29,1719.514,118.71,349535,7222.79999999996,2031,283,7810,17654.666624
2007+AC0-11+AC0-30,2331.72800000001,147.28,350622.36,9730.4,0,7941,8818,17526.5666553
2007+AC0-12+AC0-01,3134.942,288.892,345983.16,13235.8,9356,353,13601,17320.1333701
2007+AC0-12+AC0-02,2946.188,325.082,346651.21,12410.8,2090,6915,17847,24693.0332522
2007+AC0-12+AC0-03,1762.06,131.914,347154.610000001,7438.4,1141,299,10636,29462.1333526
2007+AC0-12+AC0-04,2067.636,145.016,347811.81,8705.00000000001,1012,5828,10428,17499.6666662
2007+AC0-12+AC0-05,2153.12,178.398,347368.15,9141.39999999999,3422,295,8561,19059.5999713
2007+AC0-12+AC0-06,2487.934,161.936,345182.54,10566.6,4751,318,10919,21249.3332807
2007+AC0-12+AC0-07,1769.016,147.64,346566.31,7427.39999999999,459,3710,11908,24488.5666431
2007+AC0-12+AC0-08,2213.404,154.34,344966.300000001,9371.60000000001,1133,2354,10263,15051.5999995
2007+AC0-12+AC0-09,2274.584,200.936,345477.709999999,9650.19999999995,4176,2428,12283,21120.0666469
2007+AC0-12+AC0-10,1758.754,125.012,348341.52,7451.39999999998,1102,278,8728,22577.733351
2007+AC0-12+AC0-11,2305.104,133.698,347702.74,9665.6,1050,3817,8281,19651.5666781
2007+AC0-12+AC0-12,1588.062,116.886,349165.91,6611.20000000002,1152,254,12740,20811.3999848
2007+AC0-12+AC0-13,1847.746,111.49,348231.37,7804.20000000001,1103,1448,7759,17302.7000106
2007+AC0-12+AC0-14,1974.808,179.55,348459.73,8291.19999999998,980,3849,8911,19333.7666926
2007+AC0-12+AC0-15,2736.876,157.626,347444.13,11491.2,1706,3687,12941,15143.4666978
2007+AC0-12+AC0-16,2762.21799999999,126.938,349466.38,11508.8,3410,2281,14313,25908.5999803
2007+AC0-12+AC0-17,1797.674,105.226,349382.04,7470.19999999999,1636,243,12929,27416.9666770999
2007+AC0-12+AC0-18,2623.194,144.08,349833.58,10947,1123,5810,10567,17515.2333678
2007+AC0-12+AC0-19,2196.052,109.336,349489.58,9121.59999999999,1233,2658,11093,25693.8999065
2007+AC0-12+AC0-20,1949.758,119.434,350161.83,8083.20000000001,1859,276,11679,21030.8666816
2007+AC0-12+AC0-21,1982.576,106.47,349749.55,8227.79999999998,1191,200,13592,16768.9666591
2007+AC0-12+AC0-22,2611.264,141.314,348689.57,10934.6,3819,4550,12251,19400.9333161
2007+AC0-12+AC0-23,2409.048,176.272,349283.43,10055.2,1971,3091,12673,22479.0666609
2007+AC0-12+AC0-24,2257.848,149.754000000001,349416.610000001,9431.59999999995,2985,2316,11962,23126.7999609
2007+AC0-12+AC0-25,2694.968,151.812,349892.45,11219,4588,3368,14350,17979.7999268
2007+AC0-12+AC0-26,2580.28,140.314,349045.049999998,10693.5999999999,1109,2773,9084,27876.1333114
2007+AC0-12+AC0-27,2532.198,190.582,348640.72,10650,4122,1490,9480,29642.6666959
2007+AC0-12+AC0-28,3113.05199999999,206.8,348889.649999999,13004,1980,8554,7960,28631.2999573
2007+AC0-12+AC0-29,3298.956,199.892,346392.96,13766.4,4836,2434,15823,25527.2000381
2007+AC0-12+AC0-30,2558.916,178.436,348622.809999999,10750.6,3595,3597,14906,32806.600014
2007+AC0-12+AC0-31,2216.542,145.536000000001,347176.5,9295.20000000001,0,3457,13485,21971.6000367
2008+AC0-01+AC0-01,2759.738,142.508,347092.81,11489.2,2461,2739,14071,19414.3666607001
2008+AC0-01+AC0-02,1644.106,111.666,349081.13,6869.40000000002,0,3094,12355,28440.6333049
2008+AC0-01+AC0-03,1510.108,121.182,350031.540000001,6338.39999999999,1130,846,8987,15320.766669
2008+AC0-01+AC0-04,2291.852,136.706,347433.67,9669.8,1241,5326,6671,16521.4666598
2008+AC0-01+AC0-05,2183.248,129.464,343905.04,9283.40000000002,2113,286,11752,19878.5333043
2008+AC0-01+AC0-06,1825.184,116.958,344746.5,7761.79999999996,1966,2445,14591,19397.466621
2008+AC0-01+AC0-07,1695.814,116.172,346671.27,7078.00000000001,1288,282,7824,18184.7333341
2008+AC0-01+AC0-08,2043.55,127.452,346783.4,8625.60000000003,2197,3511,10294,16399.5666753
2008+AC0-01+AC0-09,1788.44,125.336,347412.44,7533.99999999999,1162,284,9793,18558.1666876
2008+AC0-01+AC0-10,1894.076,120.504,346762.28,8056.20000000001,1307,285,8963,19398.3333257
2008+AC0-01+AC0-11,1705.818,95.4840000000001,346190.47,7147.39999999997,1261,290,9992,19983.933312
2008+AC0-01+AC0-12,2871.408,162.724,345542.660000001,12274.4,5594,2621,7997,18882.3000264
2008+AC0-01+AC0-13,2885.378,144.346,345233.85,12174.6,6506,340,11116,28525.8000174
2008+AC0-01+AC0-14,2024.932,120.11,346030.57,8660.99999999999,5918,339,9378,31865.6332772
2008+AC0-01+AC0-15,2686.912,113.144,346621.66,11363.4,782,6883,9738,17753.8666911
2008+AC0-01+AC0-16,2135.852,128.93,346207.89,9100.20000000001,1162,3430,14512,22604.8666552
2008+AC0-01+AC0-17,1572.282,116.718,347944.31,6688.79999999999,1007,350,9391,21614.5333622
2008+AC0-01+AC0-18,2186.988,119.29,345503.42,9262.40000000003,1034,846,8657,16190.7000396
2008+AC0-01+AC0-19,1980.306,134.982,345032.529999999,8393.59999999999,2521,6054,14983,19586.8000134
2008+AC0-01+AC0-20,1740.368,138.614,345520.140000001,7414.4,1775,380,8015,16415.0999564
2008+AC0-01+AC0-21,1858.998,122.4,344973.239999999,7947.40000000003,0,376,4940,21911.1333257
2008+AC0-01+AC0-22,2325.018,143.462,345736.479999999,9977.39999999999,4670,7640,10447,20160.3000248
2008+AC0-01+AC0-23,1882.308,107.984,346906.15,7949.19999999998,1116,387,7552,18888.3000031
2008+AC0-01+AC0-24,1645.022,104.306,346722.089999999,7038.59999999999,1107,320,13359,16509.7999954
2008+AC0-01+AC0-25,2239.856,119.626,346615.84,9423.39999999999,0,2421,5935,20055.0333595
2008+AC0-01+AC0-26,2834.988,168.422,345254.7,12048,4925,311,11409,23500.9333485
2008+AC0-01+AC0-27,2381.766,140.758,347477.29,10058.2,3725,3818,15606,26407.8000423
2008+AC0-01+AC0-28,2308.196,107.836,346272.16,9748.20000000005,1142,280,7367,24786.1000194
2008+AC0-01+AC0-29,2676.024,117.176,346497.269999999,11292.8,1487,6199,12792,24255.9333355
2008+AC0-01+AC0-30,1640.646,116.47,347925.1,6949.99999999998,0,261,11077,25837.3999493
2008+AC0-01+AC0-31,1953.922,137.576,348315.48,8342.4,1165,267,7261,19822.0999633
2008+AC0-02+AC0-01,1534.652,179.25,346118.79,6505.39999999997,336,280,9437,21696.3667129
2008+AC0-02+AC0-02,2937.614,231.052,346020.26,12453,6247,2766,7241,17720.5333838
2008+AC0-02+AC0-03,2084.568,153.708,346090.64,8835.40000000002,2319,4435,15206,24741.2332987
2008+AC0-02+AC0-04,1628.138,104.034,345967.5,6879.19999999999,1161,252,8452,19536.8000361
2008+AC0-02+AC0-05,2472.456,152.786,347006.759999999,10383.2,1098,7803,9531,16191.6333535
2008+AC0-02+AC0-06,1669.54,114.26,343315.749999999,7104.39999999999,2114,356,13717,18589.5999539
2008+AC0-02+AC0-07,1518.31,108.706,347141.59,6392.6,0,295,8428,16927.6666527
2008+AC0-02+AC0-08,1950.564,119.094,346223.69,8276.00000000001,940,1921,8089,16921.1667291
2008+AC0-02+AC0-09,2102.276,144.528,348140.89,8769.6,2050,2838,9563,20085.3999823
2008+AC0-02+AC0-10,2184.714,151.736,347436.289999999,9211.40000000001,2562,2955,10293,19856.9332919
2008+AC0-02+AC0-11,1692.016,102.246,348036.76,7101.79999999999,1018,297,10128,20766.8999483
2008+AC0-02+AC0-12,1987.798,130.946,344893.18,8419.79999999998,2009,1856,8930,17955.2666793
2008+AC0-02+AC0-13,1900.498,128.478,347332.459999999,8035.39999999999,2530,3615,12138,17126.9666742
2008+AC0-02+AC0-14,1604.622,113.646,346701.34,6744.59999999998,1300,291,7568,17961.966675
2008+AC0-02+AC0-15,2005.208,107.952,348322.470000001,8324.99999999998,1109,1723,9299,15853.7000271
2008+AC0-02+AC0-16,2346.94799999999,138.994,347166.080000001,9927.19999999998,1076,2360,13417,17171.1333541
2008+AC0-02+AC0-17,1933.368,120.076,349156.56,8142.40000000001,3182,2257,11599,24080.8000079
2008+AC0-02+AC0-18,1514.404,101.972,348572.06,6301.79999999997,0,251,6049,20734.8000558
2008+AC0-02+AC0-19,2126.916,137.568,347054.59,8956.4,1881,4711,10345,14644.0666422
2008+AC0-02+AC0-20,2253.79,190.268,348004.35,9516,3655,5516,11200,17656.5999984
2008+AC0-02+AC0-21,1633.85,112.274,346680.56,6895.39999999996,0,307,7704,20688.1666836
2008+AC0-02+AC0-22,1732.564,121.688,347667.5,7279.59999999999,1167,1985,8523,18400.8333336
2008+AC0-02+AC0-23,1836.86,132.608,345126.68,7793.80000000002,1684,2250,10101,15623.0667062
2008+AC0-02+AC0-24,1263.008,107.332,346144.03,5239.99999999996,754,332,10075,16605.3333605
2008+AC0-02+AC0-25,504.487999999999,91.7199999999996,345277.45,2095.99999999999,0,321,11447,8517.13333829998
2008+AC0-02+AC0-26,507.119999999999,84.5899999999998,344927.989999999,2101,0,295,1856,6231.13333289999
2008+AC0-02+AC0-27,566.72,86.1679999999998,344957.79,2353.19999999999,0,326,2013,6144.0000152
2008+AC0-02+AC0-28,509.184,83.2479999999997,345318.15,2112.40000000001,0,281,2969,6150.33333300001
2008+AC0-02+AC0-29,1333.348,88.9479999999999,342775.43,5576.59999999996,0,3773,2028,6177.39999300002
2008+AC0-03+AC0-01,1141.876,105.158,344781.380000001,4719.80000000004,0,1287,8062,10387.4666223
2008+AC0-03+AC0-02,1162.226,144.71,345234.59,4931.99999999999,0,5244,2724,15020.2665925
2008+AC0-03+AC0-03,1040.55,114.334,346106.86,4287.60000000002,0,2207,2565,11561.4333531
2008+AC0-03+AC0-04,1668.99,108.958,347078.04,7009.40000000001,1249,2443,1755,13380.4999019
2008+AC0-03+AC0-05,2037.208,140.898,347133.95,8598,1145,9797,9415,14709.5000169
2008+AC0-03+AC0-06,2503.208,106.184,346218.09,10389,1082,372,5529,17482.46671
2008+AC0-03+AC0-07,1862.956,129.392,346775.14,7835.99999999998,1235,3471,6965,33301.1333453001
2008+AC0-03+AC0-08,2248.66,237.08,347890.97,9487.20000000002,6286,346,9033,17310.2666929
2008+AC0-03+AC0-09,1560.458,135.574,346674.79,6611.19999999998,2607,333,8435,22410.6666614
2008+AC0-03+AC0-10,1618.686,127.124,348087.38,6785.99999999998,2009,368,4155,18912.6333588
2008+AC0-03+AC0-11,2200.042,151.1,346210.78,9312.39999999999,1271,3901,8660,15941.1000478
2008+AC0-03+AC0-12,1774.232,138.194,347122.38,7447.99999999995,1120,2374,12936,18559.3666662
2008+AC0-03+AC0-13,1675.514,128.474,346755.78,7115.99999999998,3263,3590,11042,15034.5333221
2008+AC0-03+AC0-14,2210.21999999999,159.748,346503.41,9282.60000000001,980,3881,5464,15608.2333244
2008+AC0-03+AC0-15,1576.3,154.412,345885.11,6696.99999999997,2550,502,14476,17499.999971
2008+AC0-03+AC0-16,1801.96,173.652,347464.319999999,7629.59999999999,2394,566,5910,17309.6667071
2008+AC0-03+AC0-17,1706.918,175.274,346759.53,7209.99999999996,236,6651,11286,15786.6666657
2008+AC0-03+AC0-18,1917.566,147.44,348377.74,8023.60000000001,1156,4019,9346,12215.6333309
2008+AC0-03+AC0-19,1308.448,142.498,349059.19,5508.8,2110,411,12544,14240.4333357
2008+AC0-03+AC0-20,1253.274,120.854,348138.12,5269.80000000001,1107,478,6154,13132.4666512
2008+AC0-03+AC0-21,2066.442,223.824,347572.67,8695.00000000001,2171,4778,6670,12632.9000117
2008+AC0-03+AC0-22,2053.516,185.68,347921.499999999,8669.19999999999,3322,588,13275,14216.6999954
2008+AC0-03+AC0-23,2325.99,152.446,349419.78,9778.40000000001,6279,2112,12405,17910.2667022
2008+AC0-03+AC0-24,1978.452,131.166,349492.02,8301.59999999998,1169,5988,13878,16497.4999604
2008+AC0-03+AC0-25,2015.856,127.832,348679.03,8453.59999999998,2246,3677,7025,18792.1999999
2008+AC0-03+AC0-26,1633.472,133.598,349646.110000001,6858.80000000001,2547,3831,13494,14180.6000112
2008+AC0-03+AC0-27,1370.822,116.44,348617.579999999,5703.6,0,356,7547,13299.5333439
2008+AC0-03+AC0-28,1885.424,137.64,348945.61,7889.79999999999,2325,3605,9022,13469.03337
2008+AC0-03+AC0-29,2471.15,175.068,347405.110000001,10381.4,5153,375,11581,13912.7333126
2008+AC0-03+AC0-30,2146.392,175.970000000001,347275.81,9039.59999999998,5045,1315,17240,18417.8333061
2008+AC0-03+AC0-31,1377.57,130.86,349526.94,5768.59999999999,1091,411,9769,19644.2000382
2008+AC0-04+AC0-01,2129.05199999999,170.396,347926.76,8931.59999999999,1079,6657,9387,12070.5000022
2008+AC0-04+AC0-02,1691.672,142.54,343680.71,7211,1106,3674,14515,13233.2000099
2008+AC0-04+AC0-03,1128.756,121.236,346599.71,4724.39999999999,0,422,7989,15425.533316
2008+AC0-04+AC0-04,1631.918,125.306,347516.72,6805.99999999999,2133,775,6901,11489.6000176
2008+AC0-04+AC0-05,1970.762,203.684,346403.56,8330.20000000001,2929,874,13246,11044.6333601
2008+AC0-04+AC0-06,1696.318,150.572,347255.43,7122.80000000001,1124,2615,13644,15399.0333154
2008+AC0-04+AC0-07,1538.838,141.28,350248.79,6457.20000000002,2420,672,7552,16980.9667404
2008+AC0-04+AC0-08,2657.516,184.176000000001,348575.88,11087.2,2752,10713,9466,13089.2999899
2008+AC0-04+AC0-09,1218.852,132.864,348937.5,5073,0,376,17519,13307.933334
2008+AC0-04+AC0-10,1477.746,163.68,348406.63,6199.80000000003,3261,457,9003,10935.2000702
2008+AC0-04+AC0-11,1877.664,143.89,346692.06,7851.80000000005,1802,491,6527,14384.1000496
2008+AC0-04+AC0-12,2800.014,392.271999999999,347130.97,11834.2,7076,2499,14522,14479.4000355
2008+AC0-04+AC0-13,2232.986,213.514,346209.59,9434.59999999998,2554,5942,15225,21866.9000956
2008+AC0-04+AC0-14,1589.582,154.958,348932.24,6630.19999999999,0,425,13007,15713.4333855
2008+AC0-04+AC0-15,1670.406,178.782,347383.79,7069.80000000003,1174,3998,11197,14871.0333358
2008+AC0-04+AC0-16,1489.064,125.904,348111.92,6215.19999999998,838,403,9874,12794.1000462
2008+AC0-04+AC0-17,1395.862,145.878,347621.179999999,5910.19999999997,1719,417,11322,12254.7333695
2008+AC0-04+AC0-18,1862.39,184.646,346523.87,7859,2174,3832,8638,12490.3666878
2008+AC0-04+AC0-19,2253.71,245.284,347246.18,9556,4319,2457,10921,14112.833304
2008+AC0-04+AC0-20,1791.418,227.854,347663.340000001,7575.2,1030,4544,14722,16063.8333656
2008+AC0-04+AC0-21,1164.156,175.4,348469.190000001,4902.00000000004,0,2673,10401,13881.9667076
2008+AC0-04+AC0-22,1627.676,193.15,346981.99,6872.40000000001,971,5093,6788,9941.6000546
2008+AC0-04+AC0-23,1357.328,189.502,347776.33,5713.20000000001,1380,492,10603,10460.9333368
2008+AC0-04+AC0-24,1043.772,171.924,346471.67,4403.60000000004,1263,522,8406,12344.1334258
2008+AC0-04+AC0-25,1267.734,162.224,347050.299999999,5327.99999999997,824,2004,5296,10315.20000734
2008+AC0-04+AC0-26,903.165999999999,168.696,346741.289999999,3792.99999999999,0,634,9400,8900.9000244
2008+AC0-04+AC0-27,1008.24,198.118,346906.49,4267.80000000001,693,588,3586,10832.7666558
2008+AC0-04+AC0-28,659.052000000003,167.118,347008.98,2809.00000000004,0,621,5488,10035.0000466
2008+AC0-04+AC0-29,1972.616,215.356,346617.94,8309.8,1402,5411,2786,7577.2000444
2008+AC0-04+AC0-30,1101.726,171.556,347664.450000001,4634.80000000001,1057,590,10481,15582.9333965
2008+AC0-05+AC0-01,576.014000000001,150.696,347682.619999999,2451.40000000003,0,530,6653,10062.0999794
2008+AC0-05+AC0-02,1497.768,205.568,347974.48,6304.00000000002,3114,584,2586,6484.233349
2008+AC0-05+AC0-03,1289.6,202.004000000001,346800.51,5473.39999999999,996,541,8687,12577.7999861
2008+AC0-05+AC0-04,1470.97,209.422,347587.89,6281.99999999999,2196,2872,6535,13421.3333988999
2008+AC0-05+AC0-05,1366.932,185.75,346661.07,5756.80000000004,1008,378,5464,13984.1667129
2008+AC0-05+AC0-06,1789.98,199.596,346018.06,7554.20000000003,1354,5410,10197,11199.2000482
2008+AC0-05+AC0-07,1176.264,190.956,347157.019999999,4978.80000000002,1030,423,12200,10868.999992
2008+AC0-05+AC0-08,2116.698,253.244,345385.86,8897.00000000002,3667,702,6649,11502.4000556
2008+AC0-05+AC0-09,1747.272,229.874,346278.56,7396.00000000001,2229,423,12717,18192.3000145999
2008+AC0-05+AC0-10,1909.128,289.813999999999,345724.17,8116.39999999998,6950,612,11904,14565.2000186
2008+AC0-05+AC0-11,1610.92,275.701999999999,346299.26,6917.99999999999,563,1340,11714,12542.7999878
2008+AC0-05+AC0-12,1524.204,229.14,347099.94,6508.00000000001,2082,1085,6930,18015.66671172
2008+AC0-05+AC0-13,1476.894,236.468,346138.649999999,6324.20000000001,823,4089,11959,10277.4000019
2008+AC0-05+AC0-14,1584.262,277.373999999999,346620.26,6787.20000000001,2467,3436,8370,11332.89997581
2008+AC0-05+AC0-15,1162.768,237.724,346104.57,5071.79999999999,868,570,9716,10785.36664816
2008+AC0-05+AC0-16,1648.966,235.532,345060.989999999,7082.6,2228,2566,6820,11121.46663777
2008+AC0-05+AC0-17,1657.454,275.896,344840.92,7130.2,2158,935,8956,13732.76664937
2008+AC0-05+AC0-18,1803.958,254.492,345143.07,7789.6,1775,5355,12472,12059.2333124
2008+AC0-05+AC0-19,1030.262,175.736,346221.9,4419.99999999997,1014,558,8626,14309.96665635
2008+AC0-05+AC0-20,1581.334,184.082,347068.23,6742.4,1352,2431,7503,8096.03336271
2008+AC0-05+AC0-21,1324.112,190.326,346695.14,5640,1989,474,11977,10595.56663682
2008+AC0-05+AC0-22,976.867999999998,169.816,344880.28,4256.59999999999,996,440,9251,10354.53333169
2008+AC0-05+AC0-23,1484.916,178.958,344878.35,6276.4,0,1390,6475,8370.13331845999
2008+AC0-05+AC0-24,1580.176,285.55,346643.86,6723.4,1027,569,14734,8624.60004389001
2008+AC0-05+AC0-25,2048.504,290.416,345521.73,8836.6,4307,8811,12833,11907.266701
2008+AC0-05+AC0-26,1289.71,220.698,346123.71,5658.8,985,666,6016,15007.7333285
2008+AC0-05+AC0-27,1708.7,207.466,344722.85,7354.6,0,5352,9284,10560.16663584
2008+AC0-05+AC0-28,1114.372,235.644,347504.68,4824.79999999999,3138,512,11478,11648.33332002
2008+AC0-05+AC0-29,1135.076,186.832,342252.230000001,5004.99999999999,1004,507,6709,8213.86665115002
